STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,CDSD,CLDD,DP01,DP10,DSND,DSNW,DT00,DT32,DX32,DX70,DX90,EMNT,EMSD,EMSN,EMXP,EMXT,HDSD,HTDD,PRCP,SNOW,TAVG,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5
US1GACT0009,"POOLER 0.8 NNE, GA US",32.1154,-81.2509,4.9,2017-04,,,,3,3,0,0,,,,,,,0,0,2.28,,,,3.02,0,,,,,,,
US1GACT0009,"POOLER 0.8 NNE, GA US",32.1154,-81.2509,4.9,2017-05,,,,9,8,0,0,,,,,,,0,0,4.91,,,,10.06,0,,,,,,,
US1GACT0009,"POOLER 0.8 NNE, GA US",32.1154,-81.2509,4.9,2017-06,,,,13,8,0,0,,,,,,,0,0,0.62,,,,3.44,0,,,,,,,
US1GACT0009,"POOLER 0.8 NNE, GA US",32.1154,-81.2509,4.9,2017-07,,,,23,17,0,0,,,,,,,0,0,4.51,,,,13.49,0,,,,,,,
US1GACT0009,"POOLER 0.8 NNE, GA US",32.1154,-81.2509,4.9,2017-08,,,,22,12,0,0,,,,,,,0,0,3.4,,,,8.5,0,,,,,,,
US1GACT0009,"POOLER 0.8 NNE, GA US",32.1154,-81.2509,4.9,2017-09,,,,8,4,0,0,,,,,,,0,0,3.14,,,,5.74,0,,,,,,,
US1GACT0009,"POOLER 0.8 NNE, GA US",32.1154,-81.2509,4.9,2017-10,,,,10,7,0,0,,,,,,,0,0,0.76,,,,2.32,0,,,,,,,
US1GACT0009,"POOLER 0.8 NNE, GA US",32.1154,-81.2509,4.9,2017-11,,,,9,5,0,0,,,,,,,0,0,0.47,,,,1.36,0,,,,,,,
US1GACT0009,"POOLER 0.8 NNE, GA US",32.1154,-81.2509,4.9,2017-12,,,,9,5,0,0,,,,,,,0,0,0.88,,,,2.42,0,,,,,,,
US1GACT0026,"SAVANNAH 8.7 SE, GA US",32.033,-80.9607,1.2,2009-11,,,,5,5,,,,,,,,,,,0.7,,,,2.03,,,,,,,,
US1GACT0026,"SAVANNAH 8.7 SE, GA US",32.033,-80.9607,1.2,2009-12,,,,15,10,,,,,,,,,,,1.42,,,,7.93,,,,,,,,
US1GACT0026,"SAVANNAH 8.7 SE, GA US",32.033,-80.9607,1.2,2010-01,,,,12,6,,,,,,,,,,,1.83,,,,5.34,,,,,,,,
US1GACT0026,"SAVANNAH 8.7 SE, GA US",32.033,-80.9607,1.2,2010-02,,,,9,6,,,,,,,,,,,0.92,,,,3.43,,,,,,,,
US1GACT0026,"SAVANNAH 8.7 SE, GA US",32.033,-80.9607,1.2,2010-03,,,,9,4,,,,,,,,,,,2.04,,,,3.42,,,,,,,,
US1GACT0026,"SAVANNAH 8.7 SE, GA US",32.033,-80.9607,1.2,2010-05,,,,5,4,,,,,,,,,,,1.13,,,,2.33,,,,,,,,
US1GACT0026,"SAVANNAH 8.7 SE, GA US",32.033,-80.9607,1.2,2010-06,,,,5,2,,,,,,,,,,,1.33,,,,1.73,,,,,,,,
US1GACT0026,"SAVANNAH 8.7 SE, GA US",32.033,-80.9607,1.2,2010-07,,,,8,6,,,,,,,,,,,1.92,,,,6.29,,,,,,,,
US1GACT0026,"SAVANNAH 8.7 SE, GA US",32.033,-80.9607,1.2,2010-08,,,,12,9,,,,,,,,,,,1.22,,,,5.82,,,,,,,,
US1GACT0026,"SAVANNAH 8.7 SE, GA US",32.033,-80.9607,1.2,2010-09,,,,2,2,,,,,,,,,,,1.6,,,,1.99,,,,,,,,
US1GACT0048,"SAVANNAH 4.6 S, GA US",31.9581,-81.1386,14,2014-05,,,,11,6,,,,,,,,,,,1.59,,,,2.71,,,,,,,,
US1GACT0048,"SAVANNAH 4.6 S, GA US",31.9581,-81.1386,14,2014-06,,,,12,9,,,,,,,,,,,0.86,,,,4.76,,,,,,,,
US1GACT0048,"SAVANNAH 4.6 S, GA US",31.9581,-81.1386,14,2014-07,,,,13,6,,,,,,,,,,,1.08,,,,4.69,,,,,,,,
US1GACT0048,"SAVANNAH 4.6 S, GA US",31.9581,-81.1386,14,2014-08,,,,9,7,,,,,,,,,,,2,,,,6.91,,,,,,,,
US1GACT0048,"SAVANNAH 4.6 S, GA US",31.9581,-81.1386,14,2014-09,,,,19,11,,,,,,,,,,,1.11,,,,7.07,,,,,,,,
US1GACT0048,"SAVANNAH 4.6 S, GA US",31.9581,-81.1386,14,2014-10,,,,3,2,,,,,,,,,,,0.95,,,,1.55,,,,,,,,
US1GACT0048,"SAVANNAH 4.6 S, GA US",31.9581,-81.1386,14,2014-11,,,,5,5,,,,,,,,,,,1.18,,,,3.96,,,,,,,,
US1GACT0048,"SAVANNAH 4.6 S, GA US",31.9581,-81.1386,14,2014-12,,,,8,5,,,,,,,,,,,0.87,,,,2.85,,,,,,,,
US1GACT0048,"SAVANNAH 4.6 S, GA US",31.9581,-81.1386,14,2015-01,,,,9,6,,,,,,,,,,,1,,,,3.28,,,,,,,,
US1GACT0048,"SAVANNAH 4.6 S, GA US",31.9581,-81.1386,14,2015-03,,,,13,6,,,,,,,,,,,0.5,,,,2.38,,,,,,,,
US1GACT0048,"SAVANNAH 4.6 S, GA US",31.9581,-81.1386,14,2015-04,,,,10,7,,,,,,,,,,,1.75,,,,3.9,,,,,,,,
US1SCBF0050,"BLUFFTON 7.0 W, SC US",32.2174,-80.9802,7.9,2015-04,,,,11,8,,,,,,,,,,,3.89,,,,8.03,,,,,,,,
US1SCBF0050,"BLUFFTON 7.0 W, SC US",32.2174,-80.9802,7.9,2015-05,,,,6,6,,,,,,,,,,,1.22,,,,3.65,,,,,,,,
US1SCBF0050,"BLUFFTON 7.0 W, SC US",32.2174,-80.9802,7.9,2015-06,,,,12,9,,,,,,,,,,,1.46,,,,4.98,,,,,,,,
US1SCBF0050,"BLUFFTON 7.0 W, SC US",32.2174,-80.9802,7.9,2015-07,,,,12,7,,,,,,,,,,,0.77,,,,3.61,,,,,,,,
US1SCBF0050,"BLUFFTON 7.0 W, SC US",32.2174,-80.9802,7.9,2015-08,,,,18,14,,,,,,,,,,,3.18,,,,12.21,,,,,,,,
US1SCBF0050,"BLUFFTON 7.0 W, SC US",32.2174,-80.9802,7.9,2015-10,,,,11,7,,,,,,,,,,,0.76,,,,2.15,,,,,,,,
US1SCBF0050,"BLUFFTON 7.0 W, SC US",32.2174,-80.9802,7.9,2015-11,,,,8,6,,,,,,,,,,,0.86,,,,2.19,,,,,,,,
US1SCBF0050,"BLUFFTON 7.0 W, SC US",32.2174,-80.9802,7.9,2015-12,,,,11,6,,,,,,,,,,,1.17,,,,3.09,,,,,,,,
US1SCBF0050,"BLUFFTON 7.0 W, SC US",32.2174,-80.9802,7.9,2016-01,,,,10,5,,,,,,,,,,,1.11,,,,2.89,,,,,,,,
US1SCBF0050,"BLUFFTON 7.0 W, SC US",32.2174,-80.9802,7.9,2016-02,,,,8,5,,,,,,,,,,,1.05,,,,2.93,,,,,,,,
US1SCBF0050,"BLUFFTON 7.0 W, SC US",32.2174,-80.9802,7.9,2016-04,,,,10,3,,,,,,,,,,,1.4,,,,1.9,,,,,,,,
US1SCBF0050,"BLUFFTON 7.0 W, SC US",32.2174,-80.9802,7.9,2016-05,,,,11,8,,,,,,,,,,,6.29,,,,11.47,,,,,,,,
US1SCBF0050,"BLUFFTON 7.0 W, SC US",32.2174,-80.9802,7.9,2016-06,,,,8,5,,,,,,,,,,,2.8,,,,4.99,,,,,,,,
US1SCBF0050,"BLUFFTON 7.0 W, SC US",32.2174,-80.9802,7.9,2016-08,,,,12,5,,,,,,,,,,,0.6,,,,1.89,,,,,,,,
US1SCBF0050,"BLUFFTON 7.0 W, SC US",32.2174,-80.9802,7.9,2016-09,,,,10,7,,,,,,,,,,,3.65,,,,6.7,,,,,,,,
US1SCBF0050,"BLUFFTON 7.0 W, SC US",32.2174,-80.9802,7.9,2016-11,,,,3,0,,,,,,,,,,,0.09,,,,0.12,,,,,,,,
US1SCBF0050,"BLUFFTON 7.0 W, SC US",32.2174,-80.9802,7.9,2016-12,,,,6,6,,,,,,,,,,,0.41,,,,1.63,,,,,,,,
US1SCBF0050,"BLUFFTON 7.0 W, SC US",32.2174,-80.9802,7.9,2017-01,,,,12,6,,,,,,,,,,,2.75,,,,7.01,,,,,,,,
US1SCBF0050,"BLUFFTON 7.0 W, SC US",32.2174,-80.9802,7.9,2017-02,,,,7,3,,,,,,,,,,,0.46,,,,1.17,,,,,,,,
US1SCBF0050,"BLUFFTON 7.0 W, SC US",32.2174,-80.9802,7.9,2017-03,,,,5,2,,,,,,,,,,,0.43,,,,0.63,,,,,,,,
US1SCBF0050,"BLUFFTON 7.0 W, SC US",32.2174,-80.9802,7.9,2017-04,,,,3,3,,0,,,,,,,,0,1.35,,,,2.32,0,,,,,,,
US1SCBF0050,"BLUFFTON 7.0 W, SC US",32.2174,-80.9802,7.9,2017-06,,,,15,8,,,,,,,,,,,1.27,,,,5.4,,,,,,,,
US1SCBF0050,"BLUFFTON 7.0 W, SC US",32.2174,-80.9802,7.9,2017-07,,,,17,12,,,,,,,,,,,1.64,,,,8.08,,,,,,,,
US1SCBF0050,"BLUFFTON 7.0 W, SC US",32.2174,-80.9802,7.9,2017-08,,,,16,9,,,,,,,,,,,2.76,,,,6.04,,,,,,,,
US1SCBF0050,"BLUFFTON 7.0 W, SC US",32.2174,-80.9802,7.9,2017-09,,,,7,4,,,,,,,,,,,4.92,,,,8.63,,,,,,,,
US1SCBF0050,"BLUFFTON 7.0 W, SC US",32.2174,-80.9802,7.9,2017-10,,,,9,6,,,,,,,,,,,1.33,,,,3.54,,,,,,,,
US1SCBF0050,"BLUFFTON 7.0 W, SC US",32.2174,-80.9802,7.9,2017-11,,,,8,5,,,,,,,,,,,0.72,,,,1.8,,,,,,,,
US1SCBF0050,"BLUFFTON 7.0 W, SC US",32.2174,-80.9802,7.9,2017-12,,,,11,6,,,,,,,,,,,1.45,,,,3.47,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2009-02,,,,4,2,,,,,,,,,,,0.52,,,,0.74,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2009-04,,,,7,6,,,,,,,,,,,2.32,,,,7.51,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2009-05,,,,18,13,,,,,,,,,,,2.26,,,,11.85,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2009-06,,,,10,6,,,,,,,,,,,0.57,,,,2.13,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2009-07,,,,12,10,,,,,,,,,,,1.5,,,,5.37,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2009-08,,,,18,18,,,,,,,,,,,2.6,,,,12.37,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2009-09,,,,6,2,,,,,,,,,,,1.47,,,,2.16,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2009-10,,,,10,8,,,,,,,,,,,1.57,,,,5.65,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2009-11,,,,8,4,,,,,,,,,,,0.7,,,,2.16,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2009-12,,,,19,12,,,,,,,,,,,1.85,,,,8.96,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2010-01,,,,13,6,,,,,,,,,,,2.64,,,,5.57,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2010-02,,,,10,6,,,,,,,,,,,1.03,,,,3.37,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2010-03,,,,9,4,,,,,,,,,,,1.85,,,,3.16,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2010-04,,,,4,3,,0,,,,,,,,0,0.41,,,,0.78,0,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2010-05,,,,8,5,,,,,,,,,,,1.5,,,,4.63,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2010-06,,,,12,6,,,,,,,,,,,1.54,,,,3.55,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2010-07,,,,9,6,,,,,,,,,,,1.99,,,,6.31,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2010-08,,,,17,10,,,,,,,,,,,1.95,,,,12.19,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2010-09,,,,6,6,,,,,,,,,,,1.47,,,,5.37,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2010-10,,,,4,3,,,,,,,,,,,0.21,,,,0.54,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2010-11,,,,3,2,,0,,,,,,,,0,0.23,,,,0.35,0,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2010-12,,,,8,6,,,,,,,,,,,0.62,,,,2.11,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2011-01,,,,12,6,,,,,,,,,,,1.13,,,,2.4,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2011-02,,,,11,6,,,,,,,,,,,0.92,,,,3,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2011-03,,,,7,4,,,,,,,,,,,3.32,,,,6.08,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2011-04,,,,4,3,,,,,,,,,,,0.48,,,,1.25,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2011-05,,,,4,1,,,,,,,,,,,0.24,,,,0.39,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2011-06,,,,8,5,,,,,,,,,,,1.78,,,,6.2,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2011-07,,,,5,4,,,,,,,,,,,0.86,,,,2.23,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2011-08,,,,10,6,,,,,,,,,,,2.2,,,,4.7,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2011-09,,,,9,5,,,,,,,,,,,3.25,,,,6.98,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2011-10,,,,8,5,,,,,,,,,,,1.65,,,,4.51,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2011-11,,,,6,3,,,,,,,,,,,0.42,,,,1.05,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2011-12,,,,9,3,,,,,,,,,,,0.74,,,,1.82,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2012-01,,,,8,1,,,,,,,,,,,0.3,,,,0.51,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2012-02,,,,6,4,,,,,,,,,,,1.2,,,,2.43,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2012-03,,,,8,4,,,,,,,,,,,3.96,,,,4.93,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2012-04,,,,6,4,,,,,,,,,,,0.3,,,,0.84,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2012-05,,,,14,7,,,,,,,,,,,1.02,,,,3.77,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2012-06,,,,12,9,,,,,,,,,,,1.21,,,,4.78,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2012-07,,,,12,7,,,,,,,,,,,1.19,,,,2.71,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2012-08,,,,21,15,,,,,,,,,,,3.11,,,,14.54,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2012-09,,,,8,4,,,,,,,,,,,1.02,,,,1.84,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2012-10,,,,5,4,,,,,,,,,,,0.67,,,,1.28,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2012-11,,,,8,3,,,,,,,,,,,0.81,,,,1.51,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2012-12,,,,10,5,,,,,,,,,,,0.55,,,,2.09,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2013-01,,,,7,3,,,,,,,,,,,0.27,,,,0.72,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2013-02,,,,12,8,,,,,,,,,,,3.96,,,,9.4,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2013-03,,,,7,3,,,,,,,,,,,1.27,,,,2.03,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2013-04,,,,10,5,,,,,,,,,,,0.71,,,,2.61,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2013-05,,,,9,4,,,,,,,,,,,1.13,,,,2.61,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2013-06,,,,13,10,,,,,,,,,,,1.82,,,,5.41,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2013-07,,,,17,10,,,,,,,,,,,2.1,,,,6,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2013-08,,,,13,10,,,,,,,,,,,3.2,,,,9.9,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2013-09,,,,10,4,,,,,,,,,,,2.6,,,,3.86,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2013-10,,,,5,2,,,,,,,,,,,1.69,,,,2.05,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2013-11,,,,8,3,,,,,,,,,,,1.59,,,,3.26,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2013-12,,,,8,5,,,,,,,,,,,1.41,,,,3.46,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2014-01,,,,11,7,,,,,,,,,,,0.76,,,,2.52,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2014-02,,,,12,5,,,,,,,,,,,0.51,,,,1.76,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2014-03,,,,11,8,,,,,,,,,,,0.86,,,,3.31,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2014-04,,,,7,7,,,,,,,,,,,2.2,,,,5.66,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2014-05,,,,10,5,,,,,,,,,,,1.37,,,,2.99,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2014-06,,,,14,7,,,,,,,,,,,1.3,,,,4.65,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2014-08,,,,8,6,,,,,,,,,,,1.76,,,,5.2,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2014-09,,,,18,10,,,,,,,,,,,2.75,,,,7.36,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2014-10,,,,3,2,,,,,,,,,,,1.07,,,,1.61,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2014-11,,,,6,6,,,,,,,,,,,1.73,,,,4.31,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2014-12,,,,10,5,,,,,,,,,,,0.95,,,,3,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2015-01,,,,9,5,,,,,,,,,,,1.38,,,,4.38,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2015-04,,,,10,7,,,,,,,,,,,2.42,,,,6.02,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2015-05,,,,5,3,,0,,,,,,,,0,0.98,,,,2.14,0,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2015-06,,,,11,8,,,,,,,,,,,0.88,,,,4.55,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2015-07,,,,15,13,,,,,,,,,,,2.93,,,,10.79,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2015-09,,,,15,5,,,,,,,,,,,0.72,,,,2.71,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2015-10,,,,11,10,,,,,,,,,,,0.71,,,,2.82,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2015-11,,,,12,7,,,,,,,,,,,1.97,,,,4.72,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2015-12,,,,10,6,,,,,,,,,,,1.2,,,,3.27,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2016-01,,,,11,8,,,,,,,,,,,1.08,,,,3.91,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2016-02,,,,8,6,,,,,,,,,,,1.04,,,,3.13,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2016-03,,,,9,2,,,,,,,,,,,1.63,,,,2.73,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2016-04,,,,9,2,,,,,,,,,,,1.5,,,,2.57,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2016-05,,,,10,8,,,,,,,,,,,4.92,,,,8.3,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2016-06,,,,9,6,,,,,,,,,,,3.16,,,,6.56,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2016-07,,,,6,5,,,,,,,,,,,3.2,,,,5.06,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2016-08,,,,15,9,,,,,,,,,,,2.48,,,,6.19,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2016-10,,,,3,2,,0,,,,,,,,0,11,,,,11.41,0,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2016-11,,,,2,0,,0,,,,,,,,0,0.07,,,,0.09,0,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2016-12,,,,9,5,,,,,,,,,,,0.6,,,,2.15,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2017-01,,,,8,4,,,,,,,,,,,3.38,,,,7.93,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2017-02,,,,5,2,,0,,,,,,,,0,1.28,,,,1.96,0,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2017-03,,,,3,2,,0,,,,,,,,0,0.28,,,,0.46,0,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2017-04,,,,2,1,,0,,,,,,,,0,1.15,,,,1.21,0,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2017-05,,,,5,5,,,,,,,,,,,2.56,,,,5.66,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2017-06,,,,11,7,,,,,,,,,,,0.54,,,,2.13,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2017-07,,,,16,11,,,,,,,,,,,2.68,,,,11.54,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2017-09,,,,6,5,,,,,,,,,,,5.01,,,,8.49,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2017-10,,,,9,4,,,,,,,,,,,0.66,,,,2.11,,,,,,,,
US1GACT0006,"SAVANNAH 3.1 SSE, GA US",32.0377,-81.0946,5.8,2017-11,,,,5,3,,,,,,,,,,,0.66,,,,1.37,,,,,,,,
US1GACT0028,"GARDEN CITY 1.2 NNE, GA US",32.1177,-81.1519,4.3,2010-02,,,,6,6,,,,,,,,,,,0.98,,,,3.32,,,,,,,,
US1GACT0028,"GARDEN CITY 1.2 NNE, GA US",32.1177,-81.1519,4.3,2010-05,,,,12,8,,,,,,,,,,,1.91,,,,4.62,,,,,,,,
US1GACT0028,"GARDEN CITY 1.2 NNE, GA US",32.1177,-81.1519,4.3,2010-06,,,,13,10,,,,,,,,,,,2.62,,,,9.43,,,,,,,,
US1GACT0028,"GARDEN CITY 1.2 NNE, GA US",32.1177,-81.1519,4.3,2011-02,,,,10,7,,,,,,,,,,,1,,,,2.98,,,,,,,,
US1GACT0028,"GARDEN CITY 1.2 NNE, GA US",32.1177,-81.1519,4.3,2011-04,,,,7,6,,,,,,,,,,,0.49,,,,1.69,,,,,,,,
US1GACT0028,"GARDEN CITY 1.2 NNE, GA US",32.1177,-81.1519,4.3,2017-06,,,,15,10,,,,,,,,,,,0.96,,,,3.88,,,,,,,,
