StateCode,Division,YearMonth,    PCP,   TAVG,   PDSI,   PHDI,   ZNDX,   PMDI,    CDD,    HDD,   SP01,   SP02,   SP03,   SP06,   SP09,   SP12,   SP24,   TMIN,   TMAX,
       01,      00,   198711,   4.04,   55.7,   -2.1,   -2.1,    -.3,   -2.1,     12,    312,    .32,   -.64,   -.69,    -.9,  -1.44,   -.96,  -1.27,   42.5,     69,
       01,      00,   198712,   3.98,   50.4,  -2.36,  -2.36,  -1.43,  -2.36,      8,    489,   -.47,   -.21,   -.92,  -1.55,  -1.51,   -.91,  -1.46,   39.3,   61.5,
       01,      00,   198801,   5.38,   40.7,  -1.95,  -1.95,    .49,  -1.67,      3,    787,    .29,   -.21,   -.11,   -.93,   -.82,  -1.02,  -1.07,   30.8,   50.6,
       01,      00,   198802,   3.91,   45.4,  -2.08,  -2.08,   -.99,  -2.08,      2,    579,   -.58,   -.27,   -.59,  -1.06,  -1.18,  -1.61,  -1.09,   32.6,   58.1,
       01,      00,   198803,   4.06,   54.3,  -2.46,  -2.46,  -1.76,  -2.46,     16,    370,   -.74,   -.99,   -.74,  -1.18,  -1.66,  -1.66,  -1.09,   41.2,   67.4,
       01,      00,   198804,   3.99,   62.8,  -2.46,  -2.46,   -.77,  -2.46,     42,    130,   -.22,   -.75,   -.94,   -.79,  -1.34,  -1.24,   -.77,   49.7,   75.8,
       01,      00,   198805,   1.73,   68.3,  -2.89,  -2.89,  -2.04,  -2.89,    130,     45,  -1.44,  -1.12,  -1.36,  -1.26,  -1.49,  -1.59,  -1.09,   53.7,   82.9,
       01,      00,   198806,   1.23,   77.1,  -3.63,  -3.63,  -3.12,  -3.63,    352,      0,  -3.09,  -2.38,  -1.96,  -1.63,  -1.79,  -2.08,  -1.16,     63,   91.2,
       01,      00,   198807,   6.66,   78.9,   -3.1,   -3.1,    .47,  -2.85,    430,      0,    .82,   -.61,   -1.4,  -1.48,  -1.29,  -1.65,   -.93,   68.8,   89.1,
       01,      00,   198808,   3.42,   80.4,  -3.36,  -3.36,  -1.75,  -3.36,    471,      0,    -.6,    .16,   -.91,   -1.6,  -1.51,  -1.72,     -1,   69.5,   91.2,
       01,      00,   198809,   9.15,   74.5,   1.55,  -1.46,   4.65,    .46,    272,      5,   2.27,   1.73,   1.71,   -.14,   -.54,   -.91,   -.54,   65.3,   83.7,
       01,      00,   198810,   3.19,   59.2,   1.89,   -.82,   1.48,   1.59,     26,    231,    .34,    1.8,   1.45,    .11,   -.56,   -.57,   -.62,   46.8,   71.6,
       01,      00,   198811,   5.41,   56.5,   2.22,   2.22,    1.6,   2.22,     17,    296,    .88,    .72,   1.66,    .93,   -.07,   -.37,    -.9,   44.6,   68.4,
       01,      00,   198812,   2.97,   46.8,   -.54,   1.45,  -1.63,    .66,      3,    592,  -1.11,   -.08,    .01,   1.12,   -.14,   -.49,  -1.08,   34.4,   59.3,
       01,      00,   198901,   4.49,   50.6,   -.79,      1,   -.89,    -.2,     25,    504,   -.18,   -.92,   -.26,    .73,   -.11,   -.59,  -1.22,     39,   62.1,
       01,      00,   198902,   4.31,   48.1,   -.96,    .64,   -.78,   -.85,      4,    512,   -.35,   -.47,  -1.05,    .78,    .17,   -.59,  -1.53,   38.1,     58,
       01,      00,   198903,   6.51,   57.3,   -.89,    .55,   -.07,   -.89,     31,    294,    .31,   -.04,   -.21,   -.19,    .72,   -.23,  -1.35,     46,   68.5,
       01,      00,   198904,   4.43,   61.1,   -.87,   -.87,   -.22,   -.87,     27,    163,   -.01,    .14,   -.11,   -.29,    .43,   -.18,     -1,   47.9,   74.3,
       01,      00,   198905,   4.54,   68.6,    .24,    .24,    .73,   -.54,    135,     49,    .28,    .12,    .22,   -.52,    .59,    .18,     -1,   57.1,     80,
       01,      00,   198906,  10.94,     76,    2.6,    2.6,   7.15,    2.6,    313,      0,   2.49,   2.11,   1.55,    .94,    .74,   1.44,   -.55,   66.5,   85.6,
       01,      00,   198907,   7.76,   78.6,    3.3,    3.3,   2.91,    3.3,    412,      0,   1.27,   2.41,   2.27,   1.41,   1.03,   1.57,   -.16,   69.5,   87.8,
       01,      00,   198908,   2.44,   78.6,   2.59,   2.59,  -1.13,   2.07,    408,      0,   -1.4,    .21,   1.89,   1.34,    .54,   1.41,   -.28,   67.6,   89.6,
       01,      00,   198909,    4.8,   72.9,   2.74,   2.74,   1.26,   2.67,    228,     10,    .65,   -.35,    .52,   1.57,   1.03,    .85,   -.09,     63,   82.8,
       01,      00,   198910,   3.03,   62.3,   2.71,   2.71,    .75,   2.71,     50,    154,    .25,    .51,   -.23,   1.73,   1.16,    .86,    .14,   49.2,   75.4,
       01,      00,   198911,   6.06,     54,   3.17,   3.17,   2.23,   3.17,      6,    362,   1.11,    .86,    .92,   2.04,   1.57,    .94,    .31,   41.3,   66.6,
       01,      00,   198912,   5.89,   38.3,   3.25,   3.25,   1.19,   3.25,      0,    860,    .46,      1,    .88,    .96,   1.69,   1.27,    .63,   27.6,   49.1,
       01,      00,   199001,   8.44,   49.8,   3.84,   3.84,   2.79,   3.84,     21,    517,   1.57,   1.31,   1.58,   1.13,   2.32,   1.68,    .89,   38.6,     61,
       01,      00,   199002,   8.57,   54.7,   4.29,   4.29,   2.52,   4.29,     21,    331,   1.58,   2.19,   1.99,   2.01,   2.85,   2.29,   1.38,   43.6,   65.8,
       01,      00,   199003,   8.96,   58.1,   4.45,   4.45,   1.81,   4.45,     35,    283,   1.14,   1.77,   2.35,   2.18,   2.21,   2.49,   1.79,   45.9,   70.2,
       01,      00,   199004,   3.39,   61.4,   -.36,   3.63,  -1.09,   3.15,     29,    158,   -.52,    .52,   1.14,    1.8,   1.61,   2.44,   1.74,   47.8,   74.9,
       01,      00,   199005,   4.95,   69.4,    .34,   3.59,   1.01,   3.44,    152,     38,    .49,   -.09,    .62,   1.61,   1.86,   2.55,   2.11,   57.8,     81,
       01,      00,   199006,   2.93,   77.6,   -.38,   2.84,  -1.13,   2.21,    363,      0,   -.75,   -.16,   -.47,   1.26,   1.49,    1.6,   2.42,   65.5,   89.8,
       01,      00,   199007,   3.75,   79.5,    -.9,   1.98,  -1.69,    .69,    434,      0,   -.98,  -1.28,   -.64,    .47,   1.24,   1.04,   2.04,   68.4,   90.5,
       01,      00,   199008,   1.92,   80.9,  -1.89,    .69,  -3.25,  -1.74,    479,      0,  -1.91,  -1.86,  -2.15,    -.6,     .6,    .97,   1.84,   67.9,   93.9,
       01,      00,   199009,    1.9,   76.3,  -2.57,  -2.57,  -2.62,  -2.57,    324,      1,  -1.01,   -2.1,  -2.32,  -1.71,    .25,    .59,    .97,   62.5,     90,
       01,      00,   199010,   2.66,     64,   -2.5,   -2.5,   -.59,   -2.5,     69,    127,    .06,   -.71,  -1.53,  -1.57,    -.3,    .58,    .92,   50.3,   77.7,
       01,      00,   199011,   2.94,   56.4,  -2.72,  -2.72,  -1.44,  -2.72,     15,    291,   -.26,   -.25,   -.72,  -1.98,   -.97,    .19,    .69,   41.6,   71.3,
       01,      00,   199012,   6.46,   50.9,    .13,  -2.32,    .38,  -2.09,     11,    480,    .69,    .26,    .15,  -1.29,  -1.31,    .28,   1.14,   39.8,     62,
       01,      00,   199101,   7.33,   45.8,    .79,   -1.4,   2.03,   -.27,      9,    632,   1.15,   1.16,    .74,   -.38,   -.71,    .17,   1.39,   37.6,   53.9,
       01,      00,   199102,   5.22,   50.4,    .67,   -1.3,   -.12,   -.22,      8,    442,    .12,    .88,   1.02,     .2,    -.9,   -.33,   1.57,   39.3,   61.6,
       01,      00,   199103,   7.05,   56.9,    .73,  -1.03,     .4,    .19,     29,    306,    .51,    .39,    .88,    .68,   -.39,   -.58,   1.55,   44.6,   69.2,
       01,      00,   199104,   6.85,   65.9,   1.04,   1.04,   1.16,   1.04,     80,     78,    .94,     .9,    .76,    .99,    .19,   -.12,   1.79,   55.2,   76.5,
       01,      00,   199105,   9.57,   73.2,   2.59,   2.59,   4.97,   2.59,    250,     10,   2.42,   2.06,    1.8,   1.97,   1.29,    .47,   2.34,   64.3,   82.2,
       01,      00,   199106,   4.95,   76.8,   2.67,   2.67,   1.02,   2.67,    344,      0,    .48,   1.86,   1.82,   1.83,    1.6,     .7,   1.75,   66.8,   86.8,
       01,      00,   199107,   4.46,   80.5,   -.25,   2.14,   -.76,   1.75,    474,      0,    -.4,    .03,   1.38,   1.35,    1.5,    .79,   1.35,   70.3,   90.6,
       01,      00,   199108,   3.93,   78.8,   -.29,   1.86,   -.18,   1.34,    423,      0,   -.23,   -.55,   -.18,   1.37,   1.63,   1.05,    1.5,   68.4,   89.3,
       01,      00,   199109,   3.27,   74.4,   -.45,   1.47,   -.58,    .68,    272,      4,   -.12,   -.37,   -.59,   1.22,   1.38,   1.22,   1.25,   62.5,   86.3,
       01,      00,   199110,    .91,   64.6,  -1.05,    .67,  -1.95,   -.91,     80,    113,   -1.2,   -.87,   -.95,    .47,    .78,   1.02,   1.04,   51.1,   78.1,
       01,      00,   199111,   4.37,   50.4,   -.77,    .78,    .53,   -.52,      1,    460,    .47,   -.37,   -.39,   -.57,    .88,   1.18,    .87,   37.7,     63,
       01,      00,   199112,   5.34,   49.8,   -.69,     .7,      0,   -.54,      8,    502,    .22,    .36,   -.26,   -.67,    .78,   1.05,    .97,   38.8,   60.8,
       01,      00,   199201,   6.12,   44.1,   -.28,    .97,   1.01,    .09,      7,    674,    .63,    .48,    .52,   -.23,    .67,    .93,    .74,   33.9,   54.3,
       01,      00,   199202,   5.99,   51.4,    -.1,   1.02,    .46,    .29,     11,    416,     .5,    .74,    .61,     .1,    -.1,   1.05,    .49,   39.3,   63.5,
       01,      00,   199203,   4.03,   54.9,    -.7,    -.7,  -1.84,    -.7,     19,    358,   -.75,   -.29,    .01,   -.21,   -.53,    .64,    .02,     42,   67.8,
       01,      00,   199204,   2.91,   61.5,  -1.12,  -1.12,  -1.49,  -1.12,     30,    150,   -.79,  -1.15,   -.69,   -.18,   -.66,    .14,   -.04,   48.5,   74.5,
       01,      00,   199205,   1.95,     68,   -1.6,   -1.6,  -1.77,   -1.6,    124,     50,  -1.28,  -1.55,  -1.67,   -.68,   -.86,   -.92,   -.34,     55,     81,
       01,      00,   199206,   5.44,   74.9,    .51,   -.92,   1.53,   -.06,    280,      3,     .7,   -.34,   -.76,   -.52,   -.63,   -.85,   -.16,   64.3,   85.4,
       01,      00,   199207,   6.07,   79.9,    .71,   -.58,    .75,    .67,    447,      0,    .54,    .73,   -.05,   -.59,   -.25,   -.63,    .05,   69.8,   89.9,
       01,      00,   199208,   5.87,   75.8,   1.49,   1.49,   2.57,   1.49,    319,      0,    .94,    .87,    .99,   -.52,   -.14,   -.37,    .41,     66,   85.7,
       01,      00,   199209,   3.61,   73.4,   1.48,   1.48,    .43,   1.48,    243,      8,    .07,    .59,    .69,    -.2,   -.17,   -.33,    .56,   63.8,     83,
       01,      00,   199210,   2.59,   61.9,   1.49,   1.49,    .47,   1.49,     47,    165,    .02,   -.06,    .35,    .14,   -.39,   -.09,    .57,   49.4,   74.4,
       01,      00,   199211,   9.48,   52.4,    3.2,    3.2,   5.59,    3.2,      3,    401,   2.09,   1.59,   1.28,   1.69,     .4,    .58,   1.16,   41.6,   63.2,
       01,      00,   199212,   5.73,   47.1,    3.1,    3.1,    .69,    3.1,      4,    587,    .39,   1.78,    1.5,   1.61,    .78,    .64,   1.22,   38.3,   55.9,
       01,      00,   199301,   6.21,   48.8,   3.05,   3.05,    .81,   3.05,     19,    551,    .67,    .62,    1.8,   1.68,    1.3,    .68,   1.12,   39.6,     58,
       01,      00,   199302,   3.72,   46.2,    -.4,   2.34,  -1.19,   1.79,      3,    557,   -.69,   -.03,    .12,   1.11,   1.49,    .38,   1.02,   34.7,   57.8,
       01,      00,   199303,   6.59,   51.7,   -.19,   2.26,    .49,   1.86,     10,    446,    .34,    -.2,    .11,   1.13,   1.31,    .69,    .94,   40.4,     63,
       01,      00,   199304,   3.26,   58.7,   -.47,   1.73,    -.9,    .92,     13,    216,   -.59,   -.17,   -.52,    .85,    .92,    .75,    .59,   45.9,   71.6,
       01,      00,   199305,    3.8,   68.8,   -.44,   1.53,   -.05,    .68,    140,     38,   -.11,   -.56,   -.23,   -.17,    .59,    .96,    .02,   57.3,   80.3,
       01,      00,   199306,   3.39,   77.6,   -.62,   1.15,   -.68,    .03,    360,      0,    -.4,   -.42,   -.71,   -.43,    .45,    .67,   -.18,   66.1,   89.1,
       01,      00,   199307,   2.88,   82.2,  -1.57,  -1.57,  -3.03,  -1.57,    528,      0,  -2.09,  -1.57,  -1.22,  -1.09,    .15,    .24,   -.32,   70.5,   93.8,
       01,      00,   199308,   4.72,   80.1,  -1.55,  -1.55,   -.45,  -1.55,    459,      0,    .28,   -.91,  -1.04,   -.85,   -.64,    .11,   -.26,   69.3,   90.9,
       01,      00,   199309,   3.83,     74,   -1.5,   -1.5,   -.33,   -1.5,    256,      8,    .18,    .22,   -.68,  -1.04,   -.71,    .13,   -.19,   62.2,   85.9,
       01,      00,   199310,   3.71,   62.8,    .22,  -1.13,    .67,   -.69,     57,    148,    .59,    .41,    .41,   -.57,   -.78,    .31,    .08,   50.8,   74.8,
       01,      00,   199311,   3.88,   51.7,    .23,   -.98,    .08,   -.44,      3,    421,    .25,    .43,    .37,   -.46,   -.52,   -.42,    .03,   39.2,   64.2,
       01,      00,   199312,   4.29,   45.3,    .01,  -1.08,   -.59,   -.77,      1,    636,    -.3,   -.16,     .1,   -.44,   -.81,    -.6,    .05,   34.9,   55.7,
       01,      00,   199401,   5.31,   40.8,    .15,   -.83,    .42,   -.25,      3,    786,    .25,   -.13,   -.09,    .15,   -.54,   -.71,   -.06,   30.8,   50.9,
       01,      00,   199402,   5.08,   50.3,    .05,   -.82,   -.24,   -.32,      8,    450,    .05,    .14,   -.17,    .12,   -.52,   -.57,    -.2,   38.3,   62.2,
       01,      00,   199403,   7.25,   55.7,    .27,    .27,    .68,    .27,     23,    338,    .58,    .41,    .39,     .3,   -.11,   -.46,    .14,   42.3,   69.2,
       01,      00,   199404,    4.4,   64.7,   -.22,   -.22,   -.67,   -.22,     67,     89,   -.03,    .34,    .24,    .07,    .21,   -.31,    .27,   51.3,   78.2,
       01,      00,   199405,    3.2,   68.4,   -.39,   -.39,   -.58,   -.39,    131,     52,   -.46,   -.35,    .07,   -.13,    .01,   -.41,    .38,   56.2,   80.6,
       01,      00,   199406,      7,   77.8,    .96,    .96,   2.87,    .96,    374,      0,   1.31,    .63,    .41,    .46,    .36,    .04,    .46,   68.2,   87.4,
       01,      00,   199407,   9.43,   77.6,   2.41,   2.41,   4.66,   2.41,    383,      0,   1.86,   1.95,   1.53,   1.08,    .81,    .89,    .79,   68.5,   86.6,
       01,      00,   199408,   2.91,   77.2,   2.02,   2.02,   -.44,   1.76,    366,      0,     -1,   1.02,   1.48,    .93,    .61,    .67,    .47,   66.8,   87.5,
       01,      00,   199409,   3.61,   72.2,   1.93,   1.93,    .36,   1.76,    210,     14,    .07,   -.68,     .8,    .74,    .74,    .63,    .47,     61,   83.4,
       01,      00,   199410,   4.97,     64,   2.52,   2.52,   2.37,   2.52,     73,    121,   1.12,    .75,    .16,   1.28,   1.03,    .82,     .7,   54.2,   73.6,
       01,      00,   199411,    3.5,     58,   -.12,   2.14,   -.35,   1.93,     23,    253,    .06,    .69,    .52,   1.38,   1.01,    .77,    .16,   46.4,   69.6,
       01,      00,   199412,   3.67,   49.9,   -.51,   1.51,  -1.23,    .71,      9,    499,   -.65,   -.54,    .17,    .58,    .64,     .7,     .1,     40,   59.8,
       01,      00,   199501,   4.83,   45.4,   -.54,   1.28,   -.24,    .35,      9,    643,    .01,   -.52,    -.5,   -.32,     .7,    .67,   -.07,   34.9,     56,
       01,      00,   199502,   5.65,   47.6,   -.34,   1.29,    .44,    .53,      4,    523,    .33,    .17,   -.32,    .15,    .98,    .75,    .08,     36,   59.2,
       01,      00,   199503,   5.42,   58.2,   -.65,    .81,  -1.04,   -.36,     36,    273,   -.12,    .03,   -.06,    .03,    .39,    .49,   -.01,   46.9,   69.6,
       01,      00,   199504,   5.07,   63.2,   -.56,    .75,    .06,   -.36,     47,    116,    .26,    .02,     .1,   -.29,   -.23,    .59,    .15,   49.8,   76.5,
       01,      00,   199505,   3.32,   72.1,   -.87,   -.87,  -1.08,   -.87,    215,     17,   -.39,   -.07,   -.19,    -.4,   -.12,    .58,    .09,   60.5,   83.7,
       01,      00,   199506,   3.36,   75.2,   -.93,   -.93,   -.47,   -.93,    294,      1,   -.42,   -.62,   -.33,   -.31,   -.24,    .06,    .02,   63.7,   86.7,
       01,      00,   199507,   3.87,   81.1,  -1.52,  -1.52,  -2.04,  -1.52,    488,      0,   -.87,   -.95,  -1.03,   -.54,   -.76,   -.65,    .11,   69.5,   92.8,
       01,      00,   199508,   4.79,   81.9,  -1.53,  -1.53,   -.51,  -1.53,    518,      0,    .32,   -.43,   -.64,   -.61,   -.69,   -.39,     .1,   71.6,   92.2,
       01,      00,   199509,   3.09,   73.7,  -1.68,  -1.68,   -.92,  -1.68,    248,      9,   -.22,   -.07,   -.56,   -.69,   -.56,   -.47,    .05,     62,   85.5,
       01,      00,   199510,    9.3,   63.6,   1.99,   1.99,   5.96,   1.99,     65,    134,   2.49,   1.82,   1.85,     .6,    .44,    .12,    .57,   51.4,   75.8,
       01,      00,   199511,    5.8,   49.7,   2.63,   2.63,   2.54,   2.63,      2,    490,   1.02,   2.22,   1.73,   1.16,    .69,    .43,    .73,   37.5,   61.8,
       01,      00,   199512,   5.07,   44.7,   2.44,   2.44,    .25,   2.44,      1,    659,     .1,     .7,   1.97,   1.34,    .78,    .61,    .95,   34.1,   55.2,
       01,      00,   199601,    7.4,   43.5,   2.93,   2.93,   2.22,   2.93,      5,    705,   1.17,    .78,    1.1,   2.05,   1.16,    .94,   1.13,   31.7,   55.4,
       01,      00,   199602,   4.07,   47.3,   2.31,   2.31,   -.96,   1.85,      3,    537,   -.49,    .52,    .36,   1.68,   1.17,    .76,   1.07,   35.4,   59.1,
       01,      00,   199603,   8.45,   50.9,   2.75,   2.75,   2.05,   2.75,      6,    475,    .98,    .46,    .96,   2.05,   1.61,   1.11,   1.15,     39,   62.8,
       01,      00,   199604,   4.65,     60,    2.5,    2.5,    .08,   2.47,     19,    189,    .08,    .71,    .34,    .92,   1.76,   1.08,   1.17,   46.3,   73.7,
       01,      00,   199605,   2.56,     73,   1.57,   1.57,     -2,    .63,    240,     11,   -.86,    -.5,    .26,    .32,   1.35,    .97,   1.12,   60.5,   85.4,
       01,      00,   199606,   3.38,   76.7,    1.1,    1.1,   -.93,   -.24,    340,      0,   -.41,   -.92,   -.67,    .18,   1.28,    .95,    .69,     66,   87.4,
       01,      00,   199607,   6.63,   79.6,   1.23,   1.23,    .73,     .2,    439,      0,     .8,    .25,   -.33,      0,    .56,   1.31,    .41,     69,   90.2,
       01,      00,   199608,    4.7,   77.9,   1.29,   1.29,    .54,    .46,    389,      0,    .27,    .64,    .25,    .25,    .33,   1.28,    .56,   67.7,   88.1,
       01,      00,   199609,   5.71,   72.1,   1.84,   1.84,   2.06,   1.66,    209,     14,   1.05,    .95,   1.12,    .16,    .65,   1.61,    .74,   61.3,     83,
       01,      00,   199610,   2.38,   62.7,    1.7,    1.7,    .16,   1.53,     57,    143,    -.1,    .59,    .57,     .1,    .23,    .75,    .52,   50.9,   74.6,
       01,      00,   199611,   3.46,   52.7,   1.48,   1.48,   -.15,   1.17,      5,    402,    .03,   -.16,     .4,    .37,    .39,    .47,    .51,   41.5,     64,
       01,      00,   199612,   4.94,   49.1,   1.29,   1.29,    -.1,    .88,      5,    521,    .03,   -.07,   -.21,    .52,   -.04,    .46,    .78,   37.7,   60.6,
       01,      00,   199701,   6.47,   45.9,   1.57,   1.57,   1.24,   1.57,      9,    634,    .79,    .46,    .27,    .54,    .23,    .38,     .9,   35.8,     56,
       01,      00,   199702,   6.16,   50.8,   1.64,   1.64,    .68,   1.64,     10,    431,    .57,    .91,    .64,    .71,    .69,    .63,    .98,   40.8,   60.8,
       01,      00,   199703,   3.87,   61.2,     .6,     .6,  -2.61,    -.8,     63,    216,   -.83,   -.29,     .1,   -.11,    .44,    .02,     .8,   48.4,     74,
       01,      00,   199704,   6.03,   58.8,    .98,    .98,   1.33,    .26,     15,    220,    .64,   -.16,    .08,    .19,    .41,     .2,    .89,   46.1,   71.6,
       01,      00,   199705,   5.39,   67.2,   1.48,   1.48,    1.8,   1.48,    108,     65,    .71,    .85,    .17,    .43,    .51,    .54,   1.09,   55.1,   79.2,
       01,      00,   199706,   7.91,     74,    2.8,    2.8,   4.42,    2.8,    257,      3,   1.62,   1.54,   1.43,   1.04,    .71,   1.11,   1.54,     65,   82.9,
       01,      00,   199707,   5.33,   80.1,    2.6,    2.6,    .28,    2.6,    458,      0,    .15,   1.21,    1.3,    .82,    .78,    .93,    1.7,     70,   90.2,
       01,      00,   199708,   2.88,   77.7,   2.11,   2.11,   -.68,   1.75,    377,      0,  -1.02,   -.63,    .65,    .44,    .63,     .7,   1.46,     67,   88.4,
       01,      00,   199709,    3.3,   74.8,   1.71,   1.71,   -.54,   1.08,    282,      5,    -.1,   -.84,   -.65,    .79,    .62,    .38,   1.39,   62.4,   87.2,
       01,      00,   199710,    5.1,   63.1,   2.29,   2.29,   2.26,   2.29,     59,    143,   1.17,    .69,     .1,   1.04,    .75,    .76,    .98,   50.5,   75.8,
       01,      00,   199711,    5.7,     50,   2.81,   2.81,   2.26,   2.81,      1,    476,    .99,   1.29,    .96,   1.16,     .9,   1.03,    .95,   39.2,   60.7,
       01,      00,   199712,   4.82,   44.8,   2.53,   2.53,    .04,   2.48,      1,    656,   -.03,     .6,   1.03,    .38,    1.2,   1.01,   1.07,   34.7,   54.8,
       01,      00,   199801,   8.14,   47.8,   3.15,   3.15,   2.65,   3.15,     16,    571,   1.46,    .93,   1.19,    .99,   1.55,   1.21,   1.13,   37.8,   57.7,
       01,      00,   199802,   7.29,   49.2,   3.43,   3.43,    1.8,   3.43,      5,    471,   1.07,   1.76,   1.34,   1.62,   1.76,   1.41,   1.51,   38.7,   59.7,
       01,      00,   199803,    6.2,   53.4,   3.09,   3.09,    .04,   3.04,     14,    397,    .19,    .73,   1.37,   1.61,   1.14,   1.63,   1.23,   42.1,   64.7,
       01,      00,   199804,   5.39,   61.6,   2.94,   2.94,     .5,   2.94,     31,    153,    .39,    .32,    .71,   1.25,   1.19,    1.6,    1.3,   49.7,   73.4,
       01,      00,   199805,   2.28,   73.6,    -.8,   1.84,  -2.39,    .79,    256,      9,  -1.05,   -.33,   -.17,    .64,   1.04,   1.22,   1.28,   60.8,   86.3,
       01,      00,   199806,   3.22,   80.7,  -1.42,    .94,  -2.12,   -.96,    450,      0,   -.52,  -1.11,   -.58,    .51,    .92,    .58,   1.23,     69,   92.3,
       01,      00,   199807,   6.07,   81.8,  -1.47,    .65,   -.59,  -1.37,    507,      0,    .54,   -.02,   -.66,    .12,    .71,    .67,   1.16,   71.7,   91.8,
       01,      00,   199808,   3.44,   79.9,  -1.85,  -1.85,  -1.58,  -1.85,    451,      0,   -.58,   -.07,   -.39,   -.46,    .32,    .75,      1,   68.7,   91.2,
       01,      00,   199809,   8.29,   77.4,   1.14,   1.14,   3.41,   1.14,    362,      0,      2,   1.44,   1.33,    .37,   1.05,   1.38,   1.21,   66.5,   88.2,
       01,      00,   199810,   1.37,   66.8,    -.4,    .62,   -1.2,   -.26,    117,     77,   -.79,   1.07,    .66,   -.05,    .39,    .93,   1.11,   53.6,     80,
       01,      00,   199811,    3.3,   57.9,   -.67,   -.67,   -.94,   -.67,     23,    267,   -.05,   -.62,    .72,    .25,    .04,    .63,   1.08,   46.2,   69.6,
       01,      00,   199812,   4.27,   51.4,   -.96,   -.96,  -1.07,   -.96,     12,    464,   -.31,   -.38,    -.8,     .3,   -.16,    .57,   1.15,     42,   60.8,
       01,      00,   199901,   7.94,   49.4,   -.08,   -.08,   2.36,    .79,     20,    531,   1.38,    .71,    .44,    .73,    .22,    .58,   1.28,   37.4,   61.3,
       01,      00,   199902,   2.55,   51.8,   -.93,   -.93,   -2.6,   -.93,     12,    406,  -1.44,    .18,   -.14,    .44,     .1,   -.07,    .98,   39.9,   63.8,
       01,      00,   199903,   5.65,   52.8,   -.95,   -.95,   -.35,   -.95,     13,    421,   -.03,    -.9,    .01,   -.54,    .21,   -.14,   1.12,   39.5,   66.2,
       01,      00,   199904,   2.57,   67.1,  -1.68,  -1.68,  -2.46,  -1.68,    102,     59,     -1,   -.69,  -1.27,   -.62,   -.27,   -.54,    .79,   54.9,   79.2,
       01,      00,   199905,   4.11,   69.5,   -.04,  -1.54,   -.12,  -1.53,    158,     31,    .06,   -.71,   -.58,   -.55,   -.11,    -.3,    .65,   56.6,   82.3,
       01,      00,   199906,   8.31,   76.7,   1.45,   1.45,   4.36,   1.45,    340,      0,   1.75,   1.29,     .5,    .28,   -.21,    .34,    .63,   67.1,   86.2,
       01,      00,   199907,   4.63,   80.5,   -.15,   1.16,   -.44,    .83,    476,      0,   -.28,   1.13,    .93,   -.34,    -.1,    .15,    .55,   70.5,   90.5,
       01,      00,   199908,   2.02,   81.8,     -1,     -1,  -2.59,     -1,    508,      0,  -1.81,  -1.36,    .32,   -.33,   -.38,   -.01,    .44,   69.5,   94.2,
       01,      00,   199909,   1.91,   73.3,  -1.57,  -1.57,  -2.04,  -1.57,    248,      6,     -1,  -2.04,  -1.85,   -.68,   -.52,   -.84,    .31,   59.8,   86.8,
       01,      00,   199910,   3.39,   63.6,  -1.33,  -1.33,    .24,  -1.13,     67,    129,    .43,    -.4,  -1.23,   -.11,    -.9,   -.58,    .19,   50.5,   76.6,
       01,      00,   199911,   2.61,   56.2,  -1.72,  -1.72,  -1.58,  -1.72,     14,    289,   -.47,    -.1,   -.59,   -.35,   -.66,   -.66,   -.09,   42.2,   70.1,
       01,      00,   199912,   3.32,     47,  -2.17,  -2.17,  -1.89,  -2.17,      3,    580,   -.87,  -1.09,   -.67,  -1.72,   -.96,   -.78,   -.13,   34.6,   59.4,
       01,      00,   200001,   4.69,   46.5,  -2.12,  -2.12,   -.52,  -2.12,     11,    621,   -.07,   -.71,   -.91,  -1.53,   -.69,  -1.29,    -.5,   35.9,   57.1,
       01,      00,   200002,   1.99,   52.3,  -2.96,  -2.96,  -3.16,  -2.96,     13,    391,  -1.86,  -1.41,  -1.64,  -1.85,  -1.36,  -1.42,  -1.06,   38.4,   66.2,
       01,      00,   200003,   5.05,   58.9,  -3.12,  -3.12,  -1.41,  -3.12,     43,    258,   -.28,  -1.33,   -1.2,  -1.38,  -2.08,  -1.44,  -1.14,   45.6,   72.1,
       01,      00,   200004,   4.83,   60.1,  -2.73,  -2.73,    .22,  -2.58,     22,    188,    .16,   -.16,   -.97,  -1.34,  -1.79,  -1.14,  -1.18,   46.8,   73.4,
       01,      00,   200005,   1.32,     74,  -3.59,  -3.59,  -3.42,  -3.59,    267,      9,  -1.76,   -.93,   -.91,   -1.6,  -1.71,  -1.51,  -1.28,   61.6,   86.3,
       01,      00,   200006,   3.71,   77.6,   -3.6,   -3.6,  -1.15,   -3.6,    361,      0,   -.19,  -1.32,    -.9,  -1.39,   -1.5,     -2,  -1.17,   65.7,   89.4,
       01,      00,   200007,   2.26,   81.9,  -4.61,  -4.61,  -4.14,  -4.61,    506,      0,  -3.09,  -1.81,  -2.54,  -1.96,  -2.04,  -2.27,  -1.46,   68.9,   94.9,
       01,      00,   200008,   2.36,     81,  -5.25,  -5.25,  -3.32,  -5.25,    486,      0,  -1.48,  -2.44,  -2.31,  -1.96,  -2.22,  -2.31,   -1.5,   68.2,   93.8,
